,Risk
2141,2.95
2142,2.5
2143,2.41
2144,3.41
2145,2.26
2146,3.19
2147,2.53
2148,2.54
2149,0.92
2150,2.53
2151,2.96
2152,2.76
2153,3.16
2154,2.12
2155,2.65
2156,2.26
2157,1.96
2158,2.69
2159,3.38
2160,2.71
2161,2.36
2162,2.31
2163,1.79
2164,2.93
2165,3.34
2166,1.79
2167,3.41
2168,1.93
2169,2.6
2170,1.95
2171,2.2
2172,3.45
2173,2.58
2174,2.65
2175,2.6
2176,2.36
2177,3.17
2178,2.21
2179,1.87
2180,2.28
2181,2.64
2182,2.4
2183,2.08
2184,3.05
2185,3.07
2186,2.48
2187,3.33
2188,2.65
2189,3.26
2190,2.37
2191,3.16
2192,2.89
2193,3.07
2194,3.68
2195,1.48
2196,2.3
2197,2.03
2198,2.92
2199,3.27
2200,2.86
2201,2.24
2202,2.73
2203,1.59
2204,1.89
2205,2.71
2206,2.13
2207,0.95
2208,3.36
2209,3.04
2210,1.29
2211,3.51
2212,2.7
2213,2.52
2214,1.96
2215,2.67
2216,1.52
2217,1.73
2218,2.9
2219,2.68
2220,2.05
2221,2.74
2222,2.66
2223,3.27
2224,3.03
2225,2.39
2226,2.88
2227,2.33
2228,2.31
2229,2.11
2230,2.52
2231,2.69
2232,2.25
2233,2.96
2234,1.58
2235,2.71
2236,2.37
2237,2.89
2238,3.23
2239,2.11
2240,3.43
2241,2.65
2242,2.05
2243,2.54
2244,3.13
2245,1.28
2246,2.48
2247,2.6
2248,2.45
2249,3.62
2250,2.39
2251,1.39
2252,2.54
2253,2.13
2254,2.47
2255,3.69
2256,2.32
2257,3.46
2258,3.66
2259,3.1
2260,2.61
2261,2.44
2262,3.05
2263,2.75
2264,2.55
2265,3.19
2266,2.31
2267,2.43
2268,2.4
2269,2.33
2270,2.95
2271,2.06
2272,2.15
2273,3.36
2274,3.46
2275,2.57
2276,2.72
2277,2.13
2278,3.1
2279,2.26
2280,3.07
2281,3.04
2282,2.18
2283,2.42
2284,2.55
2285,2.5
2286,2.59
2287,1.93
2288,2.43
2289,2.93
2290,2.57
2291,3.25
2292,3.08
2293,3.2
2294,2.26
2295,2.23
2296,2.96
2297,2.69
2298,2.64
2299,2.15
2300,2.69
2301,2.33
2302,3.76
2303,2.11
2304,3.1
2305,1.52
2306,3.01
2307,2.45
2308,4.01
2309,2.72
2310,2.89
2311,1.66
2312,2.44
2313,3.16
2314,2.11
2315,2.84
2316,3.35
2317,2.87
2318,2.08
2319,1.44
2320,3.15
2321,2.29
2322,2.78
2323,1.45
2324,2.61
2325,1.83
2326,2.41
2327,2.65
2328,2.74
2329,2.23
2330,2.21
2331,2.75
2332,2.58
2333,2.03
2334,2.17
2335,2.75
2336,2.53
2337,2.37
2338,2.21
2339,2.14
2340,2.87
2341,3.26
2342,3.66
2343,2.42
2344,3.05
2345,3.22
2346,2.9
2347,1.69
2348,2.65
2349,1.95
2350,2.61
2351,2.65
2352,2.63
2353,3.05
2354,2.91
2355,3.26
2356,2.6
2357,3.29
2358,2.74
2359,2.25
2360,3.63
2361,2.68
2362,2.8
2363,1.94
2364,2.71
2365,2.4
2366,2.38
2367,2.73
2368,2.35
2369,2.61
2370,2.64
2371,3.37
2372,3.28
2373,2.27
2374,3.35
2375,2.6
2376,3.75
2377,2.51
2378,2.44
2379,2.56
2380,1.9
2381,3.43
2382,2.2
2383,2.12
2384,2.44
2385,2.4
2386,2.78
2387,2.42
2388,2.19
2389,2.75
2390,2.19
2391,1.32
2392,1.98
2393,2.86
2394,2.37
2395,2.46
2396,2.63
2397,2.89
2398,2.07
2399,2.99
2400,2.75
2401,1.85
2402,2.51
2403,2.95
2404,2.39
2405,2.81
2406,2.25
2407,3.18
2408,2.48
2409,2.67
2410,2.96
2411,4.02
2412,3.65
2413,2.56
2414,3.06
2415,2.99
2416,2.28
2417,2.54
2418,2.13
2419,2.31
2420,1.83
2421,3.1
2422,3.26
2423,2.18
2424,2.48
2425,3.12
2426,2.61
2427,2.7
2428,3.45
2429,2.59
2430,2.25
2431,3.21
2432,3.03
2433,2.84
2434,3.11
2435,1.31
2436,3.15
2437,3.28
2438,2.21
2439,1.73
2440,2.5
2441,2.11
2442,1.95
2443,0.87
2444,3.31
2445,2.59
2446,2.68
2447,2.71
2448,3.1
2449,4.08
2450,2.61
2451,2.84
2452,3.03
2453,2.79
2454,2.72
2455,2.34
2456,3.28
2457,3.11
2458,3.25
2459,2.44
2460,2.68
2461,3.07
2462,3.0
2463,1.88
2464,3.01
2465,2.22
2466,2.86
2467,1.49
2468,4.08
2469,2.66
2470,2.46
2471,2.49
2472,2.33
2473,2.3
2474,2.36
2475,3.09
2476,3.15
2477,2.54
2478,2.97
2479,3.51
2480,2.08
2481,3.57
2482,2.23
2483,2.67
2484,4.15
2485,2.15
2486,2.73
2487,1.81
2488,1.99
2489,1.75
2490,1.5
2491,2.62
2492,3.6
2493,2.48
2494,2.86
2495,2.46
2496,2.95
2497,3.45
2498,2.38
2499,2.68
2500,2.57
2501,1.37
2502,3.13
2503,3.73
2504,1.89
2505,3.45
2506,2.99
2507,3.04
2508,2.33
2509,3.11
2510,2.82
2511,2.3
2512,3.56
2513,1.61
2514,3.29
2515,2.52
2516,1.95
2517,2.79
2518,2.27
2519,2.64
2520,3.65
2521,2.73
2522,2.83
2523,3.48
2524,3.62
2525,1.97
2526,2.47
2527,2.24
2528,2.61
2529,1.73
2530,3.23
2531,2.8
2532,3.04
2533,2.38
2534,2.61
2535,3.23
2536,2.9
2537,2.32
2538,2.66
2539,2.27
2540,2.38
2541,3.57
2542,3.61
2543,2.51
2544,3.14
2545,2.85
2546,2.25
2547,2.53
2548,2.96
2549,2.97
2550,2.32
2551,2.46
2552,2.62
2553,2.16
2554,3.28
2555,1.91
2556,2.47
2557,2.13
2558,3.23
2559,2.84
2560,1.97
2561,3.43
2562,2.58
2563,3.26
2564,2.86
2565,2.13
2566,3.32
2567,2.32
2568,3.54
2569,2.52
2570,2.45
2571,2.46
2572,2.98
2573,2.86
2574,2.21
2575,2.03
2576,2.33
2577,2.28
2578,1.66
2579,2.08
2580,3.47
2581,2.54
2582,3.25
2583,2.9
2584,1.89
2585,2.72
2586,2.31
2587,3.57
2588,3.19
2589,2.5
2590,3.55
2591,2.59
2592,2.35
2593,2.66
2594,2.78
2595,3.05
2596,2.14
2597,3.39
2598,3.13
2599,2.69
2600,3.09
2601,2.99
2602,2.78
2603,1.72
2604,2.47
2605,3.03
2606,2.85
2607,3.54
2608,2.18
2609,1.75
2610,2.66
2611,3.08
2612,2.51
2613,2.43
2614,3.2
2615,1.97
2616,1.96
2617,2.32
2618,2.52
2619,2.22
2620,1.85
2621,2.71
2622,3.39
2623,2.25
2624,2.37
2625,3.12
2626,2.63
2627,2.74
2628,3.55
2629,2.92
2630,2.95
2631,1.92
2632,2.71
2633,2.46
2634,2.65
2635,3.22
2636,3.13
2637,3.03
2638,1.95
2639,1.95
2640,2.4
2641,2.08
2642,2.33
2643,2.72
2644,2.69
2645,2.21
2646,2.53
2647,2.69
2648,2.98
2649,2.85
2650,2.59
2651,2.9
2652,3.04
2653,2.08
2654,2.14
2655,2.84
2656,2.53
2657,2.75
2658,2.24
2659,2.61
2660,2.46
2661,2.79
2662,2.65
2663,2.83
2664,3.26
2665,3.6
2666,2.19
2667,2.9
2668,3.31
2669,2.23
2670,2.15
2671,2.33
2672,2.65
2673,1.98
2674,3.01
2675,2.46
2676,2.1
2677,2.03
2678,2.22
2679,1.6
2680,2.11
2681,2.23
2682,3.34
2683,2.84
2684,2.72
2685,3.31
2686,2.43
2687,2.36
2688,2.64
2689,2.14
2690,2.72
2691,2.6
2692,3.15
2693,3.17
2694,2.05
2695,1.53
2696,2.7
2697,2.6
2698,1.51
2699,3.05
2700,2.91
2701,2.76
2702,2.79
2703,3.31
2704,2.37
2705,2.98
2706,2.35
2707,2.33
2708,2.75
2709,2.23
2710,1.87
2711,1.57
2712,2.34
2713,2.12
2714,3.34
2715,3.98
2716,3.17
2717,3.56
2718,2.41
2719,2.63
2720,2.55
2721,2.43
2722,2.31
2723,2.46
2724,2.52
2725,2.23
2726,2.11
2727,3.8
2728,2.68
2729,2.38
2730,1.71
2731,2.26
2732,3.01
2733,2.63
2734,2.58
2735,3.37
2736,2.51
2737,1.73
2738,1.98
2739,2.23
2740,1.49
2741,2.39
2742,2.88
2743,2.28
2744,2.73
2745,2.85
2746,2.6
2747,1.02
2748,2.1
2749,2.1
2750,3.03
2751,2.39
2752,2.9
2753,3.0
2754,2.91
2755,2.67
2756,2.37
2757,2.61
2758,2.41
2759,3.24
2760,2.37
2761,3.23
2762,2.88
2763,2.22
2764,2.62
2765,3.5
2766,1.7
2767,3.06
2768,1.94
2769,2.12
2770,2.61
2771,2.6
2772,2.27
2773,2.45
2774,2.92
2775,2.65
2776,1.61
2777,2.44
2778,3.17
2779,3.01
2780,2.94
2781,2.92
2782,2.64
2783,2.43
2784,2.07
2785,2.51
2786,2.6
2787,1.79
2788,2.15
2789,2.35
2790,3.17
2791,1.85
2792,3.09
2793,2.81
2794,2.58
2795,2.23
2796,2.71
2797,2.86
2798,2.24
2799,2.8
2800,2.23
2801,3.35
2802,2.66
2803,2.58
2804,3.22
2805,3.02
2806,3.05
2807,3.65
2808,2.77
2809,2.33
2810,3.06
2811,3.08
2812,2.84
2813,2.41
2814,2.35
2815,2.53
2816,2.43
2817,2.81
2818,3.1
2819,3.58
2820,2.73
2821,2.33
2822,2.33
2823,2.83
2824,2.32
2825,2.64
2826,2.92
2827,2.48
2828,2.63
2829,2.47
2830,3.77
2831,2.36
2832,2.94
2833,2.27
2834,2.28
2835,2.58
2836,2.47
2837,3.1
2838,2.89
2839,1.73
2840,3.06
2841,2.19
2842,2.71
2843,2.14
2844,2.48
2845,2.27
2846,3.38
2847,2.76
2848,3.06
2849,3.25
2850,3.37
2851,2.25
2852,2.55
2853,2.8
2854,2.47
2855,2.47
2856,2.89
2857,2.73
2858,2.81
2859,2.11
2860,1.77
2861,2.18
2862,1.94
2863,3.22
2864,2.42
2865,2.63
2866,2.14
2867,1.8
2868,2.14
2869,2.52
2870,2.54
2871,1.5
2872,2.5
2873,3.24
2874,2.21
2875,2.92
2876,2.8
2877,3.25
2878,2.1
2879,2.48
2880,2.36
2881,1.91
2882,2.02
2883,2.16
2884,2.55
2885,3.13
2886,2.26
2887,2.36
2888,3.23
2889,2.76
2890,2.44
2891,2.66
2892,1.91
2893,3.13
2894,2.04
2895,1.57
2896,2.89
2897,3.05
2898,2.97
2899,2.52
2900,2.77
2901,2.81
2902,2.2
2903,2.33
2904,2.81
2905,2.3
2906,2.92
2907,1.89
2908,3.31
2909,2.92
2910,2.76
2911,2.94
2912,2.65
2913,1.69
2914,4.35
2915,2.15
2916,3.62
2917,3.28
2918,2.62
2919,2.09
2920,3.02
2921,2.19
2922,2.93
2923,2.06
2924,2.33
2925,2.7
2926,2.19
2927,2.53
2928,1.7
2929,2.04
2930,1.91
2931,3.39
2932,2.76
2933,2.93
2934,2.5
2935,2.09
2936,2.8
2937,3.31
2938,2.13
2939,2.57
2940,2.6
2941,1.98
2942,3.0
2943,3.5
2944,1.52
2945,2.68
2946,2.69
2947,3.19
2948,2.68
2949,2.65
2950,2.67
2951,2.05
2952,2.26
2953,2.52
2954,1.84
2955,1.85
2956,2.76
2957,2.36
2958,1.91
2959,2.15
2960,2.94
2961,1.99
2962,2.11
2963,2.05
2964,1.85
2965,3.0
2966,2.52
2967,2.95
2968,2.53
2969,2.8
2970,2.58
2971,2.56
2972,3.19
2973,2.6
2974,2.67
2975,3.15
2976,2.35
2977,1.86
2978,3.18
2979,1.91
2980,2.37
2981,1.98
2982,2.8
2983,2.39
2984,3.17
2985,2.0
2986,2.96
2987,3.0
2988,3.19
2989,2.96
2990,2.07
2991,3.04
2992,3.67
2993,3.78
2994,2.1
2995,2.63
2996,2.12
2997,3.31
2998,3.37
2999,3.4
3000,1.64
3001,3.37
3002,3.27
3003,1.81
3004,1.86
3005,1.68
3006,1.78
3007,3.17
3008,2.59
3009,2.68
3010,2.1
3011,2.49
3012,2.24
3013,2.38
3014,2.42
3015,3.68
3016,2.72
3017,2.91
3018,2.73
3019,2.7
3020,3.15
3021,3.4
3022,3.57
3023,2.99
3024,2.05
3025,1.34
3026,2.48
3027,2.64
3028,3.51
3029,2.27
3030,2.02
3031,2.94
3032,2.35
3033,2.65
3034,3.14
3035,2.81
3036,1.98
3037,3.46
3038,3.45
3039,2.74
3040,2.91
3041,2.84
3042,2.21
3043,2.15
3044,3.45
3045,2.08
3046,2.02
3047,2.15
3048,1.8
3049,2.77
3050,3.1
3051,3.46
3052,2.49
3053,3.01
3054,3.57
3055,1.98
3056,3.22
3057,2.3
3058,1.26
3059,2.3
3060,1.91
3061,3.27
3062,3.03
3063,2.77
3064,2.16
3065,2.62
3066,3.17
3067,2.76
3068,2.15
3069,2.67
3070,3.69
3071,1.54
3072,2.51
3073,2.17
3074,2.31
3075,2.12
3076,3.03
3077,2.82
3078,2.68
3079,2.8
3080,2.53
3081,1.53
3082,2.99
3083,2.77
3084,3.39
3085,2.56
3086,2.01
3087,2.96
3088,2.94
3089,1.65
3090,2.42
3091,3.01
3092,3.28
3093,2.12
3094,3.1
3095,2.43
3096,2.53
3097,2.45
3098,2.04
3099,1.93
3100,2.72
3101,3.02
3102,2.23
3103,2.17
3104,2.78
3105,2.03
3106,2.74
3107,2.1
3108,1.63
3109,2.16
3110,1.86
3111,3.06
3112,2.37
3113,3.02
3114,2.56
3115,2.25
3116,3.32
3117,2.77
3118,2.17
3119,1.96
3120,1.47
3121,2.38
3122,2.86
3123,3.12
3124,2.44
3125,2.27
3126,2.5
3127,2.4
3128,3.01
3129,3.07
3130,2.64
3131,2.27
3132,3.27
3133,2.97
3134,3.12
3135,2.72
3136,2.2
3137,2.54
3138,1.89
3139,2.9
3140,1.35
3141,3.21
3142,3.14
3143,3.15
3144,1.76
3145,2.64
3146,1.48
3147,2.45
3148,2.11
3149,3.03
3150,1.9
3151,2.39
3152,2.33
3153,2.41
3154,3.35
3155,2.38
3156,2.37
3157,2.69
3158,2.94
3159,2.17
3160,1.7
3161,2.38
3162,2.66
3163,2.94
3164,2.67
3165,2.6
3166,2.11
3167,2.65
3168,2.98
3169,3.17
3170,2.39
3171,2.62
3172,2.58
3173,3.41
3174,2.85
3175,2.19
3176,2.31
3177,2.54
3178,3.22
3179,2.62
3180,2.07
3181,1.37
3182,2.17
3183,2.86
3184,2.89
3185,3.07
3186,2.03
3187,2.04
3188,1.86
3189,2.56
3190,1.97
3191,2.64
3192,2.45
3193,3.4
3194,2.83
3195,2.46
3196,3.11
3197,3.61
3198,3.81
3199,3.01
3200,0.95
3201,2.83
3202,2.46
3203,3.64
3204,2.62
3205,2.0
3206,2.5
3207,3.19
3208,2.44
3209,2.91
3210,2.34
3211,3.13
3212,2.54
3213,2.04
3214,2.58
3215,2.69
3216,2.35
3217,2.95
3218,2.55
3219,2.56
3220,3.47
3221,1.85
3222,2.91
3223,3.32
3224,2.65
3225,2.71
3226,2.08
3227,1.96
3228,2.89
3229,1.92
3230,2.45
3231,2.22
3232,2.15
3233,2.53
3234,2.95
3235,2.22
3236,1.48
3237,3.41
3238,3.09
3239,2.71
3240,3.75
3241,2.99
3242,2.12
3243,3.1
3244,2.05
3245,3.42
3246,3.32
3247,2.63
3248,2.7
3249,1.95
3250,3.99
3251,2.23
3252,1.65
3253,2.48
3254,3.4
3255,2.22
3256,2.52
3257,2.28
3258,3.18
3259,2.87
3260,2.38
3261,1.59
3262,1.9
3263,2.62
3264,3.8
3265,2.91
3266,3.01
3267,2.58
3268,1.92
3269,2.79
3270,2.17
3271,2.66
3272,1.96
3273,2.7
3274,2.28
3275,3.67
3276,2.61
3277,1.6
3278,2.46
3279,2.07
3280,1.84
3281,3.02
3282,2.25
3283,1.93
3284,2.47
3285,2.37
3286,2.8
3287,2.99
3288,2.57
3289,2.04
3290,2.49
3291,3.37
3292,2.64
3293,2.86
3294,2.39
3295,2.56
3296,3.14
3297,3.78
3298,2.34
3299,2.07
3300,2.56
3301,2.82
3302,2.32
3303,3.13
3304,2.54
3305,3.39
3306,2.92
3307,2.48
3308,3.34
3309,2.8
3310,1.96
3311,1.98
3312,2.34
3313,2.48
3314,1.86
3315,1.28
3316,2.46
3317,2.66
3318,2.11
3319,2.45
3320,2.83
3321,3.38
3322,2.28
3323,2.37
3324,2.63
3325,3.15
3326,2.73
3327,2.11
3328,3.43
3329,2.11
3330,2.94
3331,2.65
3332,2.33
3333,2.78
3334,2.4
3335,1.91
3336,3.83
3337,2.35
3338,3.04
3339,2.57
3340,1.33
3341,2.33
3342,2.6
3343,2.47
3344,2.14
3345,2.82
3346,2.8
3347,2.56
3348,3.08
3349,2.77
3350,3.3
3351,2.49
3352,2.41
3353,3.29
3354,1.98
3355,2.33
3356,3.41
3357,2.25
3358,2.71
3359,1.96
3360,3.5
3361,3.2
3362,2.27
3363,3.27
3364,2.91
3365,2.91
3366,2.85
3367,2.38
3368,2.24
3369,2.31
3370,2.09
3371,2.36
3372,2.65
3373,2.8
3374,3.0
3375,3.09
3376,2.41
3377,2.06
3378,3.22
3379,4.21
3380,2.55
3381,2.94
3382,3.41
3383,2.45
3384,2.7
3385,1.79
3386,2.74
3387,2.19
3388,2.94
3389,3.13
3390,2.06
3391,4.01
3392,2.01
3393,1.99
3394,2.2
3395,2.42
3396,2.68
3397,2.99
3398,3.38
3399,2.53
3400,2.49
3401,2.56
3402,2.67
3403,2.45
3404,2.6
3405,2.62
3406,3.0
3407,2.78
3408,1.5
3409,2.8
3410,0.83
3411,2.76
3412,2.88
3413,2.68
3414,3.55
3415,3.03
3416,2.64
3417,3.08
3418,2.48
3419,2.48
3420,2.6
3421,3.42
3422,2.97
3423,1.9
3424,3.11
3425,2.14
3426,3.27
3427,1.97
3428,2.77
3429,3.18
3430,1.73
3431,3.28
3432,2.3
3433,2.42
3434,3.12
3435,3.13
3436,2.87
3437,2.55
3438,2.43
3439,2.35
3440,2.66
3441,2.67
3442,2.43
3443,3.63
3444,2.97
3445,2.6
3446,3.11
3447,2.27
3448,1.87
3449,2.29
3450,2.41
3451,3.01
3452,2.6
3453,2.6
3454,2.26
3455,2.42
3456,2.95
3457,2.24
3458,3.16
3459,1.73
3460,2.11
3461,2.99
3462,2.5
3463,3.21
3464,2.24
3465,2.33
3466,3.53
3467,2.56
3468,1.84
3469,3.64
3470,3.15
3471,2.8
3472,3.23
3473,2.87
3474,3.54
3475,2.23
3476,2.21
3477,2.76
3478,2.93
3479,2.12
3480,2.14
3481,2.7
3482,2.9
3483,3.44
3484,2.94
3485,3.01
3486,3.12
3487,2.62
3488,2.28
3489,2.71
3490,1.46
3491,3.01
3492,1.97
3493,3.63
3494,2.25
3495,3.34
3496,2.06
3497,1.97
3498,2.46
3499,2.7
3500,2.52
3501,2.63
3502,3.54
3503,2.48
3504,2.92
3505,2.49
3506,2.1
3507,2.68
3508,3.21
3509,2.55
3510,3.15
3511,2.84
3512,2.81
3513,2.53
3514,2.72
3515,2.63
3516,1.83
3517,3.23
3518,3.22
3519,3.19
3520,2.05
3521,2.95
3522,2.98
3523,2.9
3524,2.93
3525,2.93
3526,3.23
3527,2.34
3528,2.19
3529,3.01
3530,3.5
3531,3.33
3532,2.31
3533,2.04
3534,2.83
3535,1.91
3536,2.76
3537,3.1
3538,2.87
3539,2.22
3540,2.42
3541,2.63
3542,2.16
3543,2.61
3544,2.77
3545,2.98
3546,3.14
3547,2.12
3548,3.23
3549,2.54
3550,3.46
3551,3.43
3552,2.15
3553,2.73
3554,2.66
3555,3.18
3556,3.2
3557,2.76
3558,2.84
3559,1.78
3560,2.83
3561,2.22
3562,2.98
3563,2.72
3564,1.86
3565,3.12
3566,2.95
3567,3.32
3568,2.83
3569,3.02
3570,3.15
3571,2.09
3572,3.64
3573,2.49
3574,3.58
3575,2.38
3576,2.9
3577,2.05
3578,2.96
3579,3.08
3580,3.66
3581,2.62
3582,2.84
3583,3.02
3584,2.02
3585,2.6
3586,2.98
3587,2.7
3588,2.74
3589,2.18
3590,1.95
3591,2.83
3592,2.41
3593,3.04
3594,3.28
3595,2.34
3596,2.75
3597,3.71
3598,3.5
3599,2.22
3600,3.08
3601,2.02
3602,2.5
3603,2.2
3604,2.73
3605,2.51
3606,2.13
3607,3.41
3608,1.8
3609,2.06
3610,2.46
3611,3.62
3612,2.89
3613,2.54
3614,3.1
3615,1.87
3616,2.92
3617,2.09
3618,3.07
3619,2.52
3620,2.83
3621,3.51
3622,1.92
3623,2.93
3624,3.63
3625,2.65
3626,2.41
3627,3.0
3628,2.28
3629,2.48
3630,3.43
3631,2.27
3632,3.17
3633,3.03
3634,1.8
3635,2.6
3636,3.18
3637,2.33
3638,2.25
3639,2.3
3640,1.91
3641,2.58
3642,2.64
3643,2.63
3644,3.55
3645,2.32
3646,2.29
3647,2.61
3648,2.28
3649,2.88
3650,2.76
3651,3.06
3652,2.48
3653,2.72
3654,2.34
3655,2.52
3656,2.01
3657,2.13
3658,2.54
3659,2.87
3660,2.2
3661,2.81
3662,2.12
3663,2.25
3664,2.31
3665,2.37
3666,2.56
3667,2.01
3668,2.41
3669,2.23
3670,2.03
3671,2.6
3672,2.58
3673,2.38
3674,2.26
3675,2.46
3676,3.12
3677,1.89
3678,3.06
3679,2.62
3680,2.54
3681,3.36
3682,2.95
3683,2.97
3684,2.38
3685,3.07
3686,2.57
3687,2.31
3688,2.59
3689,1.57
3690,1.89
3691,2.34
3692,2.56
3693,2.94
3694,2.74
3695,1.03
3696,2.36
3697,2.7
3698,2.84
3699,2.08
3700,2.68
3701,2.03
3702,2.91
3703,2.8
3704,1.94
3705,3.08
3706,2.75
3707,2.55
3708,2.74
3709,2.48
3710,2.33
3711,2.27
3712,1.43
3713,2.89
3714,2.0
3715,2.79
3716,2.55
3717,3.14
3718,1.54
3719,2.97
3720,2.31
3721,2.34
3722,1.97
3723,2.6
3724,3.22
3725,2.42
3726,2.05
3727,2.5
3728,2.44
3729,2.54
3730,2.57
3731,2.44
3732,2.86
3733,2.81
3734,2.18
3735,2.84
3736,2.67
3737,2.01
3738,2.23
3739,2.02
3740,2.38
3741,2.7
3742,2.54
3743,2.8
3744,1.94
3745,2.41
3746,2.4
3747,2.97
3748,4.31
3749,2.52
3750,1.64
3751,3.45
3752,2.41
3753,2.29
3754,2.17
3755,3.13
3756,2.39
3757,3.03
3758,2.54
3759,2.93
3760,3.05
3761,3.19
3762,2.29
3763,2.21
3764,2.23
3765,2.16
3766,2.99
3767,2.76
3768,1.94
3769,2.47
3770,2.24
3771,2.81
3772,2.19
3773,2.81
3774,3.0
3775,2.86
3776,1.8
3777,2.65
3778,1.98
3779,2.88
3780,1.7
3781,2.61
3782,1.64
3783,2.3
3784,1.94
3785,2.43
3786,1.98
3787,2.0
3788,2.71
3789,2.77
3790,2.53
3791,2.82
3792,3.56
3793,1.78
3794,2.18
3795,2.34
3796,2.74
3797,2.83
3798,2.08
3799,2.69
3800,2.58
3801,1.45
3802,2.55
3803,3.11
3804,2.31
3805,2.69
3806,2.24
3807,2.53
3808,1.7
3809,3.03
3810,2.37
3811,2.82
3812,3.34
3813,2.77
3814,2.98
3815,2.5
3816,2.58
3817,2.52
3818,2.73
3819,2.63
3820,3.01
3821,2.09
3822,3.44
3823,3.42
3824,2.84
3825,2.13
3826,2.17
3827,3.57
3828,2.02
3829,2.25
3830,2.66
3831,2.25
3832,2.36
3833,2.76
3834,3.03
3835,1.7
3836,2.81
3837,1.98
3838,2.23
3839,2.93
3840,2.06
3841,3.16
3842,2.21
3843,2.94
3844,3.75
3845,2.76
3846,2.65
3847,1.47
3848,2.67
3849,1.94
3850,2.35
3851,2.3
3852,1.66
3853,2.89
3854,1.52
3855,3.05
3856,2.56
3857,2.97
3858,3.19
3859,1.81
3860,2.65
3861,2.52
3862,2.91
3863,2.6
3864,3.01
3865,1.91
3866,2.41
3867,2.98
3868,2.04
3869,3.0
3870,2.42
3871,2.96
3872,2.37
3873,3.18
3874,2.04
3875,2.48
3876,3.49
3877,3.32
3878,3.12
3879,2.93
3880,1.75
3881,3.23
3882,2.85
3883,1.2
3884,2.21
3885,1.6
3886,2.03
3887,1.74
3888,2.12
3889,2.2
3890,2.39
3891,2.63
3892,3.3
3893,2.86
3894,2.88
3895,3.1
3896,2.17
3897,0.32
3898,2.21
3899,3.24
3900,1.83
3901,3.02
3902,3.04
3903,2.93
3904,1.97
3905,2.66
3906,3.07
3907,2.63
3908,2.27
3909,3.54
3910,3.9
3911,2.98
3912,2.6
3913,2.68
3914,1.66
3915,3.05
3916,3.01
3917,2.1
3918,2.54
3919,3.16
3920,2.69
3921,2.52
3922,2.9
3923,2.85
3924,3.34
3925,2.86
3926,3.02
3927,2.87
3928,2.32
3929,1.64
3930,2.65
3931,2.6
3932,2.66
3933,2.67
3934,2.64
3935,2.64
3936,2.52
3937,2.43
3938,1.99
3939,2.69
3940,2.07
3941,3.25
3942,2.27
3943,2.38
3944,2.2
3945,1.74
3946,2.3
3947,3.07
3948,2.54
3949,1.75
3950,3.81
3951,2.51
3952,3.75
3953,2.19
3954,3.07
3955,2.24
3956,1.54
3957,1.3
3958,3.9
3959,2.22
3960,2.45
3961,2.84
3962,2.32
3963,2.43
3964,1.66
3965,2.4
3966,2.39
3967,2.55
3968,3.31
3969,2.86
3970,1.73
3971,3.55
3972,3.82
3973,2.57
3974,3.33
3975,3.28
3976,4.18
3977,2.23
3978,2.78
3979,2.16
3980,2.63
3981,2.92
3982,2.57
3983,2.74
3984,2.88
3985,1.69
3986,2.33
3987,2.5
3988,3.01
3989,2.87
3990,3.61
3991,1.97
3992,2.28
3993,2.97
3994,2.64
3995,3.42
3996,2.79
3997,3.26
3998,2.61
3999,1.17
4000,2.54
4001,1.77
4002,2.93
4003,2.59
4004,3.3
4005,3.17
4006,3.81
4007,3.09
4008,3.73
4009,3.35
4010,3.73
4011,2.52
4012,2.47
4013,2.83
4014,2.07
4015,3.32
4016,2.72
4017,2.41
4018,2.33
4019,2.02
4020,2.66
4021,2.81
4022,2.53
4023,2.23
4024,2.34
4025,2.52
4026,3.31
4027,2.8
4028,1.87
4029,3.35
4030,2.5
4031,2.56
4032,3.02
4033,2.84
4034,2.94
4035,2.23
4036,2.34
4037,2.82
4038,3.37
4039,2.24
4040,2.13
4041,3.13
4042,3.27
4043,2.63
4044,2.66
4045,2.09
4046,2.81
4047,4.2
4048,1.98
4049,2.41
4050,3.09
4051,2.24
4052,2.13
4053,1.94
4054,3.94
4055,3.14
4056,1.9
4057,2.29
4058,2.63
4059,2.36
4060,2.68
4061,2.86
4062,2.1
4063,1.75
4064,2.65
4065,4.36
4066,2.98
4067,2.45
4068,2.97
4069,2.73
4070,2.16
4071,2.43
4072,1.53
4073,2.71
4074,1.81
4075,2.47
4076,2.31
4077,3.01
4078,2.32
4079,2.42
4080,3.08
4081,2.86
4082,2.4
4083,3.32
4084,2.66
4085,2.14
4086,2.1
4087,2.26
4088,2.59
4089,3.87
4090,2.76
4091,2.82
4092,1.96
4093,2.43
4094,2.29
4095,1.75
4096,1.57
4097,2.49
4098,2.31
4099,2.25
4100,3.53
4101,3.46
4102,2.31
4103,1.94
4104,2.77
4105,2.84
4106,3.57
4107,3.36
4108,3.38
4109,2.86
4110,2.26
4111,2.23
4112,2.56
4113,2.73
4114,2.68
4115,3.14
4116,3.07
4117,2.85
4118,2.55
4119,2.22
4120,1.9
4121,3.1
4122,2.76
4123,2.9
4124,3.87
4125,2.17
4126,3.25
4127,3.38
4128,1.67
4129,3.11
4130,2.57
4131,3.34
4132,3.23
4133,2.44
4134,1.84
4135,2.77
4136,2.96
4137,2.36
4138,1.9
4139,2.52
